energy;tempo;danceability;playlist_genre;loudness;liveness;valence;track_artist;time_signature;speechiness;track_popularity;track_href;uri;track_album_name;playlist_name;analysis_url;track_id;track_name;track_album_release_date;instrumentalness;track_album_id;mode;key;duration_ms;acousticness;id;playlist_subgenre;type;playlist_id
833;142663;553;rock;-6667;737;773;Blondie;4;347;69;https://api.spotify.com/v1/tracks/7HKxTNVlkHsfMLhigmhC0I;spotify:track:7HKxTNVlkHsfMLhigmhC0I;Call Me;80s Rock Anthems;https://api.spotify.com/v1/audio-analysis/7HKxTNVlkHsfMLhigmhC0I;7HKxTNVlkHsfMLhigmhC0I;Call Me;1/1/2004;246;18fOLsMG8Msf1DEaW0E71K;0;2;212227;646;7HKxTNVlkHsfMLhigmhC0I;80s;audio_features;37i9dQZF1DX1spT6G94GFC
858;133615;503;rock;-6296;803;419;Beastie Boys;5;657;68;https://api.spotify.com/v1/tracks/5NLuC70kZQv8q34QyQa1DP;spotify:track:5NLuC70kZQv8q34QyQa1DP;Licensed To Ill;80s Rock Anthems;https://api.spotify.com/v1/audio-analysis/5NLuC70kZQv8q34QyQa1DP;5NLuC70kZQv8q34QyQa1DP;Fight For Your Right;15/11/1986;234;11oR0ZuqB3ucZwb5TGbZxb;1;8;208653;757;5NLuC70kZQv8q34QyQa1DP;80s;audio_features;37i9dQZF1DX1spT6G94GFC
632;140176;531;rock;-5557;364;294;Poison;4;312;68;https://api.spotify.com/v1/tracks/43GS3mtezoIFiuIZCLLiDY;spotify:track:43GS3mtezoIFiuIZCLLiDY;Open Up And Say...Ahh! (20th Anniversary Edition);80s Rock Anthems;https://api.spotify.com/v1/audio-analysis/43GS3mtezoIFiuIZCLLiDY;43GS3mtezoIFiuIZCLLiDY;Every Rose Has Its Thorn - 2003 Remaster;21/3/1988;0.00114;2AMWVB3FWknjcMeb6hMZnd;1;6;260173;16;43GS3mtezoIFiuIZCLLiDY;80s;audio_features;37i9dQZF1DX1spT6G94GFC
691;11996;823;hip-hop;-7322;1;707;GIMS, DYSTINCT;4;197;74;https://api.spotify.com/v1/tracks/2fFTn0f94EopgZyfSGQuyK;spotify:track:2fFTn0f94EopgZyfSGQuyK;SPIDER;French Rap Classics;https://api.spotify.com/v1/audio-analysis/2fFTn0f94EopgZyfSGQuyK;2fFTn0f94EopgZyfSGQuyK;SPIDER;10/5/2024;0.000173;5stpXgOAVPkVA7WDPB4IZf;0;9;188818;774;2fFTn0f94EopgZyfSGQuyK;french;audio_features;6OYaw7arTfoGEHpGdItkLQ
78;134937;724;hip-hop;-5407;139;72;Central Cee, JRK 19;5;354;70;https://api.spotify.com/v1/tracks/14DLZ9FaTofhnXBiV38axE;spotify:track:14DLZ9FaTofhnXBiV38axE;Bolide Noir;French Rap Classics;https://api.spotify.com/v1/audio-analysis/14DLZ9FaTofhnXBiV38axE;14DLZ9FaTofhnXBiV38axE;Bolide Noir;22/8/2024;0;6ujcbx6rGcYFkLw6epuWHW;0;1;170800;294;14DLZ9FaTofhnXBiV38axE;french;audio_features;6OYaw7arTfoGEHpGdItkLQ
693;87973;702;hip-hop;-4941;702;572;Gazo, Tiakola;4;191;68;https://api.spotify.com/v1/tracks/6yqwxY8qifBBhyryjZutxk;spotify:track:6yqwxY8qifBBhyryjZutxk;LA MELO EST GANGX;French Rap Classics;https://api.spotify.com/v1/audio-analysis/6yqwxY8qifBBhyryjZutxk;6yqwxY8qifBBhyryjZutxk;MAMI WATA;1/12/2023;0;4C9mVDiMHuxOZ2eORwkCE1;0;5;233240;139;6yqwxY8qifBBhyryjZutxk;french;audio_features;6OYaw7arTfoGEHpGdItkLQ
926;105969;682;k-pop;-2515;19;86;NAYEON;4;607;73;https://api.spotify.com/v1/tracks/0V2passWyAXnON67kfAj7y;spotify:track:0V2passWyAXnON67kfAj7y;NA;K-Pop Daebak;https://api.spotify.com/v1/audio-analysis/0V2passWyAXnON67kfAj7y;0V2passWyAXnON67kfAj7y;ABCD;14/6/2024;0;5zQI9dFbS9TrhvC9clgjz7;0;3;162840;404;0V2passWyAXnON67kfAj7y;modern;audio_features;1bNuDsel3P60p11Z7vfHMR
628;140053;668;k-pop;-4692;293;568;LISA;4;46;83;https://api.spotify.com/v1/tracks/6vvPecFTmWxDfEJ6cYT1wa;spotify:track:6vvPecFTmWxDfEJ6cYT1wa;Rockstar;K-Pop Daebak;https://api.spotify.com/v1/audio-analysis/6vvPecFTmWxDfEJ6cYT1wa;6vvPecFTmWxDfEJ6cYT1wa;Rockstar;27/6/2024;0;7wIIhHPyaxAHRvdNQQO2G9;1;8;138213;129;6vvPecFTmWxDfEJ6cYT1wa;modern;audio_features;1bNuDsel3P60p11Z7vfHMR
747;120073;745;k-pop;-4278;738;363;aespa;4;815;72;https://api.spotify.com/v1/tracks/2VdSktBqFfkW7y6q5Ik4Z4;spotify:track:2VdSktBqFfkW7y6q5Ik4Z4;Armageddon - The 1st Album;K-Pop Daebak;https://api.spotify.com/v1/audio-analysis/2VdSktBqFfkW7y6q5Ik4Z4;2VdSktBqFfkW7y6q5Ik4Z4;Supernova;27/5/2024;0.000169;3gHhPm8z8tid1kvpniUKuK;0;11;178880;73;2VdSktBqFfkW7y6q5Ik4Z4;modern;audio_features;1bNuDsel3P60p11Z7vfHMR
786;91992;695;k-pop;-2048;109;465;aespa;4;666;74;https://api.spotify.com/v1/tracks/5eWcGfUCrVFMoYskyfkEPE;spotify:track:5eWcGfUCrVFMoYskyfkEPE;Armageddon - The 1st Album;K-Pop Daebak;https://api.spotify.com/v1/audio-analysis/5eWcGfUCrVFMoYskyfkEPE;5eWcGfUCrVFMoYskyfkEPE;Armageddon;27/5/2024;0.000141;3gHhPm8z8tid1kvpniUKuK;1;9;196467;668;5eWcGfUCrVFMoYskyfkEPE;modern;audio_features;1bNuDsel3P60p11Z7vfHMR
597;170022;77;k-pop;-4901;239;875;Lee Young Ji, D.O.;4;223;72;https://api.spotify.com/v1/tracks/1AtFSBJibfaqfiOByQCwZ5;spotify:track:1AtFSBJibfaqfiOByQCwZ5;16 Fantasy;K-Pop Daebak;https://api.spotify.com/v1/audio-analysis/1AtFSBJibfaqfiOByQCwZ5;1AtFSBJibfaqfiOByQCwZ5;Small girl (feat. D.O.);21/6/2024;0;6ZE4nvpIEabJ0O9HbxqPHR;1;1;189707;53;1AtFSBJibfaqfiOByQCwZ5;modern;audio_features;1bNuDsel3P60p11Z7vfHMR
782;108038;875;k-pop;-3905;113;906;ZICO, JENNIE;4;78;78;https://api.spotify.com/v1/tracks/1SS0WlKhJewviwEDZ6dWj0;spotify:track:1SS0WlKhJewviwEDZ6dWj0;SPOT!;K-Pop Daebak;https://api.spotify.com/v1/audio-analysis/1SS0WlKhJewviwEDZ6dWj0;1SS0WlKhJewviwEDZ6dWj0;SPOT!;26/4/2024;0;3K3C9JjwCGQAzj3Bu7BUaI;0;5;167707;151;1SS0WlKhJewviwEDZ6dWj0;modern;audio_features;1bNuDsel3P60p11Z7vfHMR
895;124994;803;k-pop;-2888;154;757;NewJeans;4;623;78;https://api.spotify.com/v1/tracks/38tXZcL1gZRfbqfOG0VMTH;spotify:track:38tXZcL1gZRfbqfOG0VMTH;How Sweet;K-Pop Daebak;https://api.spotify.com/v1/audio-analysis/38tXZcL1gZRfbqfOG0VMTH;38tXZcL1gZRfbqfOG0VMTH;How Sweet;24/5/2024;0.000567;0EhZEM4RRz0yioTgucDhJq;1;1;219027;816;38tXZcL1gZRfbqfOG0VMTH;modern;audio_features;1bNuDsel3P60p11Z7vfHMR
728;140041;774;k-pop;-5079;473;461;BABYMONSTER;4;169;78;https://api.spotify.com/v1/tracks/1njlnn8ZKHI77Pe9szIONR;spotify:track:1njlnn8ZKHI77Pe9szIONR;BABYMONS7ER;K-Pop Daebak;https://api.spotify.com/v1/audio-analysis/1njlnn8ZKHI77Pe9szIONR;1njlnn8ZKHI77Pe9szIONR;SHEESH;1/4/2024;0;0eSbsl3j8jz96LC2NCLPc4;1;2;170357;113;1njlnn8ZKHI77Pe9szIONR;modern;audio_features;1bNuDsel3P60p11Z7vfHMR
5;101959;871;k-pop;-8675;672;76;BABYMONSTER;4;103;75;https://api.spotify.com/v1/tracks/7GDgpad2BQVuDUzaxHFakc;spotify:track:7GDgpad2BQVuDUzaxHFakc;BABYMONS7ER;K-Pop Daebak;https://api.spotify.com/v1/audio-analysis/7GDgpad2BQVuDUzaxHFakc;7GDgpad2BQVuDUzaxHFakc;LIKE THAT;1/4/2024;0.000349;0eSbsl3j8jz96LC2NCLPc4;0;11;168359;32;7GDgpad2BQVuDUzaxHFakc;modern;audio_features;1bNuDsel3P60p11Z7vfHMR
774;109945;801;k-pop;-3604;968;383;NCT DREAM;4;157;69;https://api.spotify.com/v1/tracks/5qrFeNSIrwIc0B6Elp16Dl;spotify:track:5qrFeNSIrwIc0B6Elp16Dl;DREAM( )SCAPE;K-Pop Daebak;https://api.spotify.com/v1/audio-analysis/5qrFeNSIrwIc0B6Elp16Dl;5qrFeNSIrwIc0B6Elp16Dl;Smoothie;25/3/2024;0;7aIpspBgbsrUgU7nWvz5sp;1;1;188080;871;5qrFeNSIrwIc0B6Elp16Dl;modern;audio_features;1bNuDsel3P60p11Z7vfHMR
872;131016;644;k-pop;-154;363;378;aespa;4;417;78;https://api.spotify.com/v1/tracks/5XWlyfo0kZ8LF7VSyfS4Ew;spotify:track:5XWlyfo0kZ8LF7VSyfS4Ew;Drama - The 4th Mini Album;K-Pop Daebak;https://api.spotify.com/v1/audio-analysis/5XWlyfo0kZ8LF7VSyfS4Ew;5XWlyfo0kZ8LF7VSyfS4Ew;Drama;10/11/2023;0;5NMtxQJy4wq3mpo3ERVnLs;0;6;214973;164;5XWlyfo0kZ8LF7VSyfS4Ew;modern;audio_features;1bNuDsel3P60p11Z7vfHMR
592;157969;521;pop;-7777;122;535;Lady Gaga, Bruno Mars;3;304;100;https://api.spotify.com/v1/tracks/2plbrEY59IikOBgBGLjaoe;spotify:track:2plbrEY59IikOBgBGLjaoe;Die With A Smile;Global Top 50;https://api.spotify.com/v1/audio-analysis/2plbrEY59IikOBgBGLjaoe;2plbrEY59IikOBgBGLjaoe;Die With A Smile;16/8/2024;0;10FLjwfpbxLmW8c25Xyc2N;0;6;251668;308;2plbrEY59IikOBgBGLjaoe;global;audio_features;37i9dQZEVXbMDoHDwVN2tF
783;149027;777;pop;-4477;355;939;ROSÃ‰, Bruno Mars;4;26;98;https://api.spotify.com/v1/tracks/5vNRhkKd0yEAg8suGBpjeY;spotify:track:5vNRhkKd0yEAg8suGBpjeY;APT.;Global Top 50;https://api.spotify.com/v1/audio-analysis/5vNRhkKd0yEAg8suGBpjeY;5vNRhkKd0yEAg8suGBpjeY;APT.;18/10/2024;0;2IYQwwgxgOIn7t3iF6ufFD;0;0;169917;283;5vNRhkKd0yEAg8suGBpjeY;global;audio_features;37i9dQZEVXbMDoHDwVN2tF
507;104978;747;pop;-10171;117;438;Billie Eilish;4;358;97;https://api.spotify.com/v1/tracks/6dOtVTDdiauQNBQEDOtlAB;spotify:track:6dOtVTDdiauQNBQEDOtlAB;HIT ME HARD AND SOFT;Global Top 50;https://api.spotify.com/v1/audio-analysis/6dOtVTDdiauQNBQEDOtlAB;6dOtVTDdiauQNBQEDOtlAB;BIRDS OF A FEATHER;17/5/2024;608;7aJuG4TFXa2hmE4z1yxc3n;1;2;210373;2;6dOtVTDdiauQNBQEDOtlAB;global;audio_features;37i9dQZEVXbMDoHDwVN2tF
808;108548;554;pop;-4169;159;372;Gracie Abrams;4;368;93;https://api.spotify.com/v1/tracks/7ne4VBA60CxGM75vw0EYad;spotify:track:7ne4VBA60CxGM75vw0EYad;The Secret of Us (Deluxe);Global Top 50;https://api.spotify.com/v1/audio-analysis/7ne4VBA60CxGM75vw0EYad;7ne4VBA60CxGM75vw0EYad;Thatâ€™s So True;18/10/2024;0;0hBRqPYPXhr1RkTDG3n4Mk;1;1;166300;214;7ne4VBA60CxGM75vw0EYad;global;audio_features;37i9dQZEVXbMDoHDwVN2tF
756;116034;66;pop;-3743;193;838;Jimin;4;32;92;https://api.spotify.com/v1/tracks/7tI8dRuH2Yc6RuoTjxo4dU;spotify:track:7tI8dRuH2Yc6RuoTjxo4dU;MUSE;Global Top 50;https://api.spotify.com/v1/audio-analysis/7tI8dRuH2Yc6RuoTjxo4dU;7tI8dRuH2Yc6RuoTjxo4dU;Who;19/7/2024;0;15XcLhiVMlSOipUddTNDnr;0;0;170888;289;7tI8dRuH2Yc6RuoTjxo4dU;global;audio_features;37i9dQZEVXbMDoHDwVN2tF
711;146921;487;pop;-422;152;317;Jin;4;322;71;https://api.spotify.com/v1/tracks/50zAEIE4B1QqhPjRMK2Xmh;spotify:track:50zAEIE4B1QqhPjRMK2Xmh;Happy - :') (Remixes);Global Top 50;https://api.spotify.com/v1/audio-analysis/50zAEIE4B1QqhPjRMK2Xmh;50zAEIE4B1QqhPjRMK2Xmh;Running Wild;19/11/2024;0;3nRmQ70bczWCLWyj1aRbt6;1;8;151647;175;50zAEIE4B1QqhPjRMK2Xmh;global;audio_features;37i9dQZEVXbMDoHDwVN2tF
413;94938;494;pop;-10432;193;273;Gigi Perez;4;254;93;https://api.spotify.com/v1/tracks/2262bWmqomIaJXwCRHr13j;spotify:track:2262bWmqomIaJXwCRHr13j;Sailor Song;Global Top 50;https://api.spotify.com/v1/audio-analysis/2262bWmqomIaJXwCRHr13j;2262bWmqomIaJXwCRHr13j;Sailor Song;26/7/2024;0.00672;68CN2LzY8MoxO2udy2C22e;1;11;211979;682;2262bWmqomIaJXwCRHr13j;global;audio_features;37i9dQZEVXbMDoHDwVN2tF
907;112964;674;pop;-4086;297;721;Sabrina Carpenter;4;64;93;https://api.spotify.com/v1/tracks/5G2f63n7IPVPPjfNIGih7Q;spotify:track:5G2f63n7IPVPPjfNIGih7Q;Short n' Sweet;Global Top 50;https://api.spotify.com/v1/audio-analysis/5G2f63n7IPVPPjfNIGih7Q;5G2f63n7IPVPPjfNIGih7Q;Taste;23/8/2024;0;3iPSVi54hsacKKl1xIR2eH;1;3;157280;101;5G2f63n7IPVPPjfNIGih7Q;global;audio_features;37i9dQZEVXbMDoHDwVN2tF
651;112648;694;pop;-6968;787;471;Oscar Maydon, Fuerza Regida;3;784;93;https://api.spotify.com/v1/tracks/1cOboCuWYI2osTOfolMRS6;spotify:track:1cOboCuWYI2osTOfolMRS6;Tu Boda;Global Top 50;https://api.spotify.com/v1/audio-analysis/1cOboCuWYI2osTOfolMRS6;1cOboCuWYI2osTOfolMRS6;Tu Boda;26/9/2024;0.00136;60cQzWfmdg4hyDXrpW6kOA;1;6;225881;496;1cOboCuWYI2osTOfolMRS6;global;audio_features;37i9dQZEVXbMDoHDwVN2tF
247;148101;467;pop;-12002;17;126;Billie Eilish;4;431;93;https://api.spotify.com/v1/tracks/3QaPy1KgI7nu9FJEQUgn6h;spotify:track:3QaPy1KgI7nu9FJEQUgn6h;HIT ME HARD AND SOFT;Global Top 50;https://api.spotify.com/v1/audio-analysis/3QaPy1KgI7nu9FJEQUgn6h;3QaPy1KgI7nu9FJEQUgn6h;WILDFLOWER;17/5/2024;271;7aJuG4TFXa2hmE4z1yxc3n;0;6;261467;612;3QaPy1KgI7nu9FJEQUgn6h;global;audio_features;37i9dQZEVXbMDoHDwVN2tF
776;103963;699;pop;-5282;205;708;Sabrina Carpenter;4;293;88;https://api.spotify.com/v1/tracks/2HRqTpkrJO5ggZyyK6NPWz;spotify:track:2HRqTpkrJO5ggZyyK6NPWz;Short n' Sweet;Global Top 50;https://api.spotify.com/v1/audio-analysis/2HRqTpkrJO5ggZyyK6NPWz;2HRqTpkrJO5ggZyyK6NPWz;Espresso;23/8/2024;0.000536;3iPSVi54hsacKKl1xIR2eH;1;0;175459;131;2HRqTpkrJO5ggZyyK6NPWz;global;audio_features;37i9dQZEVXbMDoHDwVN2tF
722;119973;769;pop;-5485;111;57;The Weeknd, Playboi Carti;4;507;92;https://api.spotify.com/v1/tracks/1Es7AUAhQvapIcoh3qMKDL;spotify:track:1Es7AUAhQvapIcoh3qMKDL;Timeless;Global Top 50;https://api.spotify.com/v1/audio-analysis/1Es7AUAhQvapIcoh3qMKDL;1Es7AUAhQvapIcoh3qMKDL;Timeless (with Playboi Carti);27/9/2024;0.000256;2IRxVVqbSbqHJo8Zx50LYn;0;11;256000;584;1Es7AUAhQvapIcoh3qMKDL;global;audio_features;37i9dQZEVXbMDoHDwVN2tF
582;116712;7;pop;-596;881;785;Chappell Roan;4;356;94;https://api.spotify.com/v1/tracks/0WbMK4wrZ1wFSty9F7FCgu;spotify:track:0WbMK4wrZ1wFSty9F7FCgu;Good Luck, Babe!;Global Top 50;https://api.spotify.com/v1/audio-analysis/0WbMK4wrZ1wFSty9F7FCgu;0WbMK4wrZ1wFSty9F7FCgu;Good Luck, Babe!;5/4/2024;0;1WAjjRMfZjEXtB0lQrAw6Q;0;11;218424;502;0WbMK4wrZ1wFSty9F7FCgu;global;audio_features;37i9dQZEVXbMDoHDwVN2tF
563;105008;833;pop;-5593;139;343;Rauw Alejandro, Bad Bunny;4;204;82;https://api.spotify.com/v1/tracks/0l0vcZMU7AOeQmUIREoI2U;spotify:track:0l0vcZMU7AOeQmUIREoI2U;Cosa Nuestra;Global Top 50;https://api.spotify.com/v1/audio-analysis/0l0vcZMU7AOeQmUIREoI2U;0l0vcZMU7AOeQmUIREoI2U;QuÃ© PasarÃ­a...;15/11/2024;0.00127;0aX0UXrHG2ceYIxTQcqJdA;0;4;182857;528;0l0vcZMU7AOeQmUIREoI2U;global;audio_features;37i9dQZEVXbMDoHDwVN2tF
627;150273;336;pop;-7463;708;35;Mariah Carey;4;384;87;https://api.spotify.com/v1/tracks/0bYg9bo50gSsH3LtXe2SQn;spotify:track:0bYg9bo50gSsH3LtXe2SQn;Merry Christmas;Global Top 50;https://api.spotify.com/v1/audio-analysis/0bYg9bo50gSsH3LtXe2SQn;0bYg9bo50gSsH3LtXe2SQn;All I Want for Christmas Is You;28/10/1994;0;61ulfFSmmxMhc2wCdmdMkN;1;7;241107;164;0bYg9bo50gSsH3LtXe2SQn;global;audio_features;37i9dQZEVXbMDoHDwVN2tF
598;107732;733;pop;-8228;156;935;Wham!;4;278;72;https://api.spotify.com/v1/tracks/06qMRF18gwbOYYbnP2du6i;spotify:track:06qMRF18gwbOYYbnP2du6i;The Singles: Echoes from the Edge of Heaven;Global Top 50;https://api.spotify.com/v1/audio-analysis/06qMRF18gwbOYYbnP2du6i;06qMRF18gwbOYYbnP2du6i;Last Christmas - Single Version;7/7/2023;0.000371;2wyHNTisH8PtZG8OG58xr6;1;2;265960;212;06qMRF18gwbOYYbnP2du6i;global;audio_features;37i9dQZEVXbMDoHDwVN2tF
471;105029;472;pop;-5692;14;219;Benson Boone;3;603;89;https://api.spotify.com/v1/tracks/3xkHsmpQCBMytMJNiDf3Ii;spotify:track:3xkHsmpQCBMytMJNiDf3Ii;Fireworks & Rollerblades;Global Top 50;https://api.spotify.com/v1/audio-analysis/3xkHsmpQCBMytMJNiDf3Ii;3xkHsmpQCBMytMJNiDf3Ii;Beautiful Things;5/4/2024;0;168CdR21lfn0TTyw1Pkdcm;1;10;180304;151;3xkHsmpQCBMytMJNiDf3Ii;global;audio_features;37i9dQZEVXbMDoHDwVN2tF
668;128027;924;pop;-6795;678;787;KAROL G;4;469;93;https://api.spotify.com/v1/tracks/6WatFBLVB0x077xWeoVc2k;spotify:track:6WatFBLVB0x077xWeoVc2k;Si Antes Te Hubiera Conocido;Global Top 50;https://api.spotify.com/v1/audio-analysis/6WatFBLVB0x077xWeoVc2k;6WatFBLVB0x077xWeoVc2k;Si Antes Te Hubiera Conocido;21/6/2024;594;5ylbxH7EqpsmHZCRuiYewS;1;11;195824;446;6WatFBLVB0x077xWeoVc2k;global;audio_features;37i9dQZEVXbMDoHDwVN2tF
872;184115;466;pop;-3344;121;806;Linkin Park;4;336;79;https://api.spotify.com/v1/tracks/1EDPVGbyPKJPeGqATwXZvN;spotify:track:1EDPVGbyPKJPeGqATwXZvN;From Zero;Global Top 50;https://api.spotify.com/v1/audio-analysis/1EDPVGbyPKJPeGqATwXZvN;1EDPVGbyPKJPeGqATwXZvN;The Emptiness Machine;15/11/2024;0;4R6FV9NSzhPihHR0h4pI93;1;7;190428;156;1EDPVGbyPKJPeGqATwXZvN;global;audio_features;37i9dQZEVXbMDoHDwVN2tF
586;107015;675;pop;-6086;104;621;Sabrina Carpenter;4;531;87;https://api.spotify.com/v1/tracks/2tHwzyyOLoWSFqYNjeVMzj;spotify:track:2tHwzyyOLoWSFqYNjeVMzj;Short n' Sweet;Global Top 50;https://api.spotify.com/v1/audio-analysis/2tHwzyyOLoWSFqYNjeVMzj;2tHwzyyOLoWSFqYNjeVMzj;Please Please Please;23/8/2024;0;3iPSVi54hsacKKl1xIR2eH;1;9;186365;257;2tHwzyyOLoWSFqYNjeVMzj;global;audio_features;37i9dQZEVXbMDoHDwVN2tF
406;11594;53;pop;-7507;133;338;Gracie Abrams;3;33;90;https://api.spotify.com/v1/tracks/51rfRCiUSvxXlCSCfIztBy;spotify:track:51rfRCiUSvxXlCSCfIztBy;The Secret of Us;Global Top 50;https://api.spotify.com/v1/audio-analysis/51rfRCiUSvxXlCSCfIztBy;51rfRCiUSvxXlCSCfIztBy;I Love You, I'm Sorry;21/6/2024;0;56bdWeO40o3WfAD2Lja4dl;1;10;157147;656;51rfRCiUSvxXlCSCfIztBy;global;audio_features;37i9dQZEVXbMDoHDwVN2tF
369;174097;448;pop;-9514;638;998;Lord Huron;3;452;88;https://api.spotify.com/v1/tracks/3hRV0jL3vUpRrcy398teAU;spotify:track:3hRV0jL3vUpRrcy398teAU;Strange Trails;Global Top 50;https://api.spotify.com/v1/audio-analysis/3hRV0jL3vUpRrcy398teAU;3hRV0jL3vUpRrcy398teAU;The Night We Met;6/4/2015;272;4sD1qg4jwTZR4mvR4Iflk5;1;9;208212;968;3hRV0jL3vUpRrcy398teAU;global;audio_features;37i9dQZEVXbMDoHDwVN2tF
627;155865;687;pop;-4975;893;47;Rauw Alejandro, Romeo Santos;4;181;78;https://api.spotify.com/v1/tracks/1YYfyJ2yCvGFCxwjsIqEK9;spotify:track:1YYfyJ2yCvGFCxwjsIqEK9;Cosa Nuestra;Global Top 50;https://api.spotify.com/v1/audio-analysis/1YYfyJ2yCvGFCxwjsIqEK9;1YYfyJ2yCvGFCxwjsIqEK9;KhÃ©?;15/11/2024;0;0aX0UXrHG2ceYIxTQcqJdA;1;7;206066;326;1YYfyJ2yCvGFCxwjsIqEK9;global;audio_features;37i9dQZEVXbMDoHDwVN2tF
807;124053;612;pop;-281;101;398;The Neighbourhood;4;336;90;https://api.spotify.com/v1/tracks/2QjOHCTQ1Jl3zawyYOpxh6;spotify:track:2QjOHCTQ1Jl3zawyYOpxh6;I Love You.;Global Top 50;https://api.spotify.com/v1/audio-analysis/2QjOHCTQ1Jl3zawyYOpxh6;2QjOHCTQ1Jl3zawyYOpxh6;Sweater Weather;22/4/2013;177;4xkM0BwLM9H2IUcbYzpcBI;1;10;240400;495;2QjOHCTQ1Jl3zawyYOpxh6;global;audio_features;37i9dQZEVXbMDoHDwVN2tF
417;67528;464;pop;-9345;974;479;Arctic Monkeys;4;256;90;https://api.spotify.com/v1/tracks/5XeFesFbtLpXzIVDNQP22n;spotify:track:5XeFesFbtLpXzIVDNQP22n;AM;Global Top 50;https://api.spotify.com/v1/audio-analysis/5XeFesFbtLpXzIVDNQP22n;5XeFesFbtLpXzIVDNQP22n;I Wanna Be Yours;9/9/2013;22;78bpIziExqiI9qztvNFlQu;0;0;183956;136;5XeFesFbtLpXzIVDNQP22n;global;audio_features;37i9dQZEVXbMDoHDwVN2tF
604;15992;561;pop;-4409;104;242;Teddy Swims;3;337;89;https://api.spotify.com/v1/tracks/17phhZDn6oGtzMe56NuWvj;spotify:track:17phhZDn6oGtzMe56NuWvj;I've Tried Everything But Therapy (Part 1);Global Top 50;https://api.spotify.com/v1/audio-analysis/17phhZDn6oGtzMe56NuWvj;17phhZDn6oGtzMe56NuWvj;Lose Control;15/9/2023;0.00019;7nacKlk586eLRBSIsrk9DB;1;9;210689;199;17phhZDn6oGtzMe56NuWvj;global;audio_features;37i9dQZEVXbMDoHDwVN2tF
559;78558;558;pop;-9222;109;62;Tyler, The Creator, Kali Uchis;4;959;90;https://api.spotify.com/v1/tracks/7KA4W4McWYRpgf0fWsJZWB;spotify:track:7KA4W4McWYRpgf0fWsJZWB;Flower Boy;Global Top 50;https://api.spotify.com/v1/audio-analysis/7KA4W4McWYRpgf0fWsJZWB;7KA4W4McWYRpgf0fWsJZWB;See You Again (feat. Kali Uchis);21/7/2017;0.000749;2nkto6YNI4rUYTLqEwWJ3o;1;6;180387;371;7KA4W4McWYRpgf0fWsJZWB;global;audio_features;37i9dQZEVXbMDoHDwVN2tF
661;173372;429;pop;-7227;234;285;Coldplay;4;281;89;https://api.spotify.com/v1/tracks/3AJwUDP919kvQ9QcozQPxg;spotify:track:3AJwUDP919kvQ9QcozQPxg;Parachutes;Global Top 50;https://api.spotify.com/v1/audio-analysis/3AJwUDP919kvQ9QcozQPxg;3AJwUDP919kvQ9QcozQPxg;Yellow;10/7/2000;121;6ZG5lRT77aJ3btmArcykra;1;11;266773;239;3AJwUDP919kvQ9QcozQPxg;global;audio_features;37i9dQZEVXbMDoHDwVN2tF
812;8009;505;pop;-3986;444;664;Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne;4;461;88;https://api.spotify.com/v1/tracks/3tFed7YsjGnIfxeLEQwx3R;spotify:track:3tFed7YsjGnIfxeLEQwx3R;CHROMAKOPIA;Global Top 50;https://api.spotify.com/v1/audio-analysis/3tFed7YsjGnIfxeLEQwx3R;3tFed7YsjGnIfxeLEQwx3R;Sticky (feat. GloRilla, Sexyy Red & Lil Wayne);28/10/2024;0;0U28P0QVB1QRxpqp5IHOlH;1;1;255916;285;3tFed7YsjGnIfxeLEQwx3R;global;audio_features;37i9dQZEVXbMDoHDwVN2tF
56;134066;853;pop;-4961;944;86;Bruno Mars;4;406;88;https://api.spotify.com/v1/tracks/0KKkJNfGyhkQ5aFogxQAPU;spotify:track:0KKkJNfGyhkQ5aFogxQAPU;24K Magic;Global Top 50;https://api.spotify.com/v1/audio-analysis/0KKkJNfGyhkQ5aFogxQAPU;0KKkJNfGyhkQ5aFogxQAPU;That's What I Like;17/11/2016;0;4PgleR09JVnm3zY1fW3XBA;1;1;206693;13;0KKkJNfGyhkQ5aFogxQAPU;global;audio_features;37i9dQZEVXbMDoHDwVN2tF
698;143994;726;pop;-4165;309;867;Bruno Mars;4;431;89;https://api.spotify.com/v1/tracks/3w3y8KPTfNeOKPiqUTakBh;spotify:track:3w3y8KPTfNeOKPiqUTakBh;Unorthodox Jukebox;Global Top 50;https://api.spotify.com/v1/audio-analysis/3w3y8KPTfNeOKPiqUTakBh;3w3y8KPTfNeOKPiqUTakBh;Locked out of Heaven;7/12/2012;0;58ufpQsJ1DS5kq4hhzQDiI;1;5;233478;49;3w3y8KPTfNeOKPiqUTakBh;global;audio_features;37i9dQZEVXbMDoHDwVN2tF
727;9499;739;pop;-5968;104;676;Sabrina Carpenter;4;426;90;https://api.spotify.com/v1/tracks/1UHS8Rf6h5Ar3CDWRd3wjF;spotify:track:1UHS8Rf6h5Ar3CDWRd3wjF;Short n' Sweet;Global Top 50;https://api.spotify.com/v1/audio-analysis/1UHS8Rf6h5Ar3CDWRd3wjF;1UHS8Rf6h5Ar3CDWRd3wjF;Bed Chem;23/8/2024;0;3iPSVi54hsacKKl1xIR2eH;0;11;171870;678;1UHS8Rf6h5Ar3CDWRd3wjF;global;audio_features;37i9dQZEVXbMDoHDwVN2tF
